CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
08.743.025/0027-26;EJESMOND COMERCIO VAREJISTA LTD;137892;03/11/2018;16,5;14/12/2018;12,5;Liberado
61.585.865/0225-54;RAIA DROGASIL S.A.;275616;03/11/2018;67,6;07/01/2019;5,96;Liberado
61.412.110/0656-05;DROGARIA SAO PAULO S/A;442666;03/11/2018;15,3;05/11/2018;0;Liberado
02.743.218/0010-52;DROGA EX LTDA;421963;03/11/2018;48,8;05/11/2018;17,86;Liberado
10.505.296/0001-56;REDE PLUS SUPERMERCADOS LTDA;324708;03/11/2018;105,3;07/11/2018;254,82;Liberado
10.505.296/0001-56;REDE PLUS SUPERMERCADOS LTDA;324710;03/11/2018;145,45;07/11/2018;257;Liberado
03.212.525/0001-89;PEDRINA DE CAMPOS MACEDO - ME;18676;03/11/2018;99;07/12/2018;4,57;Liberado
03.212.525/0001-89;PEDRINA DE CAMPOS MACEDO - ME;18677;03/11/2018;718,5;07/12/2018;33,19;Liberado
96.238.191/0001-01;FERRAGENS VILA RE LTDA - EPP?;87259;03/11/2018;148,65;07/12/2018;10,71;Liberado
96.238.191/0001-01;FERRAGENS VILA RE LTDA - EPP?;87260;03/11/2018;37,7;07/12/2018;2,71;Liberado
62.647.045/0001-00;SUPERMERCADO YAYA LTDA;371225;03/11/2018;138,54;08/12/2018;36,66;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50792;02/11/2018;24,2;02/11/2018;0,04;Liberado
47.427.653/0131-01;MAKRO ATACADISTA S A;27746;02/11/2018;79,9;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50790;02/11/2018;5;02/11/2018;0,01;Liberado
71.676.316/0005-70;SUPERMERCADOS MAMBO LTDA.;186760;02/11/2018;199,75;02/11/2018;0;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;6814;02/11/2018;82,06;02/11/2018;0,03;Liberado
29.182.065/0001-87;EL CARBON PAMPLONA RESTAURANTE E BAR LTDA;10080;02/11/2018;339;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50779;02/11/2018;23,98;02/11/2018;0,04;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50777;02/11/2018;5,9;02/11/2018;0,01;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50776;02/11/2018;72,27;02/11/2018;0,14;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50775;02/11/2018;25,3;02/11/2018;0,05;Liberado
45.543.915/0725-06;CARREFOUR COM E IND LTDA;44831;02/11/2018;4,79;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50774;02/11/2018;17,35;02/11/2018;0,03;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50773;02/11/2018;6,9;02/11/2018;0,01;Liberado
71.676.316/0008-12;SUPERMERCADOS MAMBO LTDA;398054;02/11/2018;34,2;02/11/2018;2,56;Liberado
71.676.316/0005-70;SUPERMERCADOS MAMBO LTDA.;186733;02/11/2018;221,91;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50768;02/11/2018;20,45;02/11/2018;0,04;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50766;02/11/2018;10,8;02/11/2018;0,02;Liberado
28.759.518/0001-22;POKE BOWL FREI CANECA RESTAURANTE LTDA EPP;7668;02/11/2018;42,3;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50764;02/11/2018;37,7;02/11/2018;0,07;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50763;02/11/2018;25,2;02/11/2018;0,05;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50762;02/11/2018;46,5;02/11/2018;0,09;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50761;02/11/2018;30;02/11/2018;0,06;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50760;02/11/2018;5,5;02/11/2018;0,01;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50759;02/11/2018;19,25;02/11/2018;0,03;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;134577;02/11/2018;48,03;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50758;02/11/2018;13,2;02/11/2018;0,02;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50757;02/11/2018;31,35;02/11/2018;0,06;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50755;02/11/2018;21,8;02/11/2018;0,04;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50754;02/11/2018;32,89;02/11/2018;0,06;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50753;02/11/2018;31,3;02/11/2018;0,06;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50751;02/11/2018;28,38;02/11/2018;0,05;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50752;02/11/2018;5,5;02/11/2018;0,01;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50750;02/11/2018;26,8;02/11/2018;0,05;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50748;02/11/2018;41,55;02/11/2018;0,08;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50747;02/11/2018;19,25;02/11/2018;0,03;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;80134;02/11/2018;50,02;02/11/2018;0;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50746;02/11/2018;34,2;02/11/2018;0,06;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50745;02/11/2018;19,25;02/11/2018;0,03;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;42302;02/11/2018;230,32;02/11/2018;0,1;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50744;02/11/2018;21,8;02/11/2018;0,04;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50743;02/11/2018;5,3;02/11/2018;0,01;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50742;02/11/2018;15,9;02/11/2018;0,03;Liberado
07.165.375/0001-50;FEDERZONI SERPA COMERCIO DE ALIMENTOS LTDA;193359;01/11/2018;30,08;02/11/2018;33,88;Liberado
26.826.973/0001-78;FORNAX PIZZARIA LTDA ME;10228;01/11/2018;217,13;01/11/2018;16,28;Liberado
11.898.175/0001-84;NEW HOUSE ER CAFE LTDA ME;50739;01/11/2018;28;01/11/2018;0,05;Liberado
61.192.795/0002-52;DIAS PASTORINHO S A COMERCIO E INDUSTRIA;6272;01/11/2018;32,85;01/11/2018;14,95;Liberado
13.935.266/0001-78;AUTO POSTO REINA SOPHIA LTDA;920266;01/11/2018;91,63;01/11/2018;0;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;80092;01/11/2018;99,99;01/11/2018;0;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;192991;01/11/2018;29,88;01/11/2018;0;Liberado
47.508.411/0485-15;COMPANHIA BRASILEIRA DE DISTRIBUICAO;236562;01/11/2018;28,98;01/11/2018;0;Liberado
45.543.915/0230-41;CARREFOUR COM E IND LTDA;48085;01/11/2018;35,87;01/11/2018;0;Liberado
57.014.714/0002-57;BENEMAR FABRICA DE BLOCOS E MAT P/ CONSTRUCAO LTDA;4424;01/11/2018;782,9;01/11/2018;0;Liberado
45.543.915/0230-41;CARREFOUR COM E IND LTDA;40369;01/11/2018;310,17;01/11/2018;0;Liberado
96.428.529/0001-80;NIVALMIX LOJA DE DEPARTAMENTOS LTDA;87963;01/11/2018;3,99;01/11/2018;3,29;Liberado
75.315.333/0057-63;ATACADAO S A;257744;01/11/2018;87,51;01/11/2018;78,66;Liberado
02.820.917/0001-68;MATUDA OUKI COMERCIAL LTDA;9223;01/11/2018;218,5;01/11/2018;29,75;Liberado
07.030.922/0001-90;MEGAREAL COMERCIO DE VARIEDADES LTDA ME;1971;01/11/2018;32,85;01/11/2018;24,08;Liberado
61.585.865/0045-72;RAIA DROGASIL S A;26182;01/11/2018;22,59;01/11/2018;0,23;Liberado
51.669.307/0001-10;COMERCIAL MALULI LTDA;24630;01/11/2018;372,52;01/11/2018;0;Liberado
51.669.307/0001-10;COMERCIAL MALULI LTDA;24631;01/11/2018;734,24;01/11/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;827;01/11/2018;120;01/11/2018;0,33;Liberado
28.572.610/0001-89;CB ALPHAVILLE COMERCIO DE ALIMENTOS LTDA;35550;01/11/2018;262,4;01/11/2018;19,68;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;190418;01/11/2018;24,78;01/11/2018;0;Liberado
59.705.798/0001-10;NILZA ZAKAIB GONCALVES ME;22901;01/11/2018;79;01/11/2018;0;Liberado
19.978.102/0001-04;BIBI S RESTAURANTE LTDA;12573;01/11/2018;36,46;02/11/2018;70,62;Liberado
33.014.556/0098-19;LOJAS AMERICANAS S/A;78314;01/11/2018;61,95;01/11/2018;0;Liberado
12.846.956/0007-83;ASSOCIACAO AFAM DE ASSISTENCIA FARMACEUTICA;33567;01/11/2018;91,92;01/11/2018;0;Liberado
28.327.662/0001-90;ANA ROSA CALCADOS FEMININOS EIRELI;18015;01/11/2018;79,9;01/11/2018;75,71;Liberado
63.089.239/0001-08;LANCHONETE ZIP ZIP LTDA;21879;01/11/2018;24,99;01/11/2018;22,99;Liberado
08.360.576/0001-71;RESTAURANTE JUNN EIRELI ME;6735;01/11/2018;33,98;01/11/2018;0,37;Liberado
78.876.950/0104-87;CIA HERING;20377;01/11/2018;119,98;01/11/2018;257;Liberado
45.543.915/0573-70;CARREFOUR COMERCIO E INDUSTRIA LTDA;116377;01/11/2018;30,54;01/11/2018;0;Liberado
45.242.914/0051-66;CeA MODAS LTDA;67000;01/11/2018;51,98;01/11/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;825;01/11/2018;600;01/11/2018;1,68;Liberado
62.480.041/0001-80;AUTO POSTO PARELHEIROS LTDA;1887;01/11/2018;586,2;01/11/2018;0;Liberado
15.621.463/0003-00;NATURAL DA TERRA COMERCIO VAREJISTA HORTIFRUTTI L;151684;01/11/2018;185,64;01/11/2018;66,07;Liberado
47.508.411/1698-19;COMPANHIA BRASILEIRA DE DISTRIBUICAO;86003;01/11/2018;278,17;01/11/2018;0;Liberado
45.652.096/0001-00;SUPER FRIOS IBIRAPUERA COMERCIO DE FRIOS E LATICI;9211;01/11/2018;131,83;01/11/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;78057;01/11/2018;192,88;01/11/2018;33,78;Liberado
05.555.382/0001-33;AOVS Sistemas de Informatica S.A;43573;01/11/2018;729;01/11/2018;0;Liberado
11.200.418/0004-01;GFG COMERCIO DIGITAL LTDA;15884215;01/11/2018;224,98;01/11/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32791;01/11/2018;192,88;01/11/2018;0;Liberado
12.271.057/0001-04;EMPORIO MONTE VERDE LTDA - EPP;201520;01/11/2018;85;05/12/2018;3,75;Liberado
61.585.865/0183-60;RAIA DROGASIL S.A.;377402;01/11/2018;449,92;07/01/2019;15,5;Liberado
61.585.865/0054-63;RAIA DROGASIL S.A.;563388;01/11/2018;19,99;07/01/2019;1,2;Liberado
54.651.716/0011-50;SUPRICORP SUPRIMENTOS LTDA;3508429;31/10/2018;766,05;31/10/2018;0;Liberado
03.205.493/0005-18;MERCEARIA CHAMA LTDA;329667;31/10/2018;123,92;31/10/2018;0;Liberado
67.389.718/0001-92;GIULIANA COM. DE FLORES E ARRANJOS LTDA ME;2887608;31/10/2018;0;31/10/2018;0;Liberado
67.389.718/0001-92;GIULIANA COM. DE FLORES E ARRANJOS LTDA ME;2887607;31/10/2018;128,32;31/10/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;823;31/10/2018;190;31/10/2018;0,31;Liberado
04.908.981/0001-20;M.BOOKS DO BRASIL EDITORA LTDA.;55823;31/10/2018;260,65;01/11/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;77842;31/10/2018;26,46;31/10/2018;1,76;Liberado
66.533.696/0001-20;HM SUPERMERCADOS LT;66685;31/10/2018;87,48;31/10/2018;25,89;Liberado
17.343.551/0017-18;COM DE ALIMENTOS IPANEMA FOODS - EIRELI (BO);106724;31/10/2018;25,24;31/10/2018;1,89;Liberado
23.323.743/0001-06;SAUVA DOCES LTDA ME;252703;31/10/2018;39,44;31/10/2018;0,16;Liberado
04.972.092/0016-09;GRUPO FARTURA DE HORTIFRUT S A;13027;31/10/2018;558,07;31/10/2018;257;Liberado
14.554.271/0001-01;SANDREMI BAZAR E PAPELARIA LTDA;37861;31/10/2018;9,99;31/10/2018;40,81;Liberado
74.566.878/0001-25;PAO DE BATATA PAES ESPECIAIS LTDA;601641;31/10/2018;1722;31/10/2018;0;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;190118;31/10/2018;35,67;31/10/2018;0;Liberado
63.089.239/0001-08;LANCHONETE ZIP ZIP LTDA;21822;31/10/2018;23,95;31/10/2018;19,38;Liberado
00.262.277/0001-92;SWEDEN RESTAURANTE LTDA;140504;31/10/2018;36,03;31/10/2018;0;Liberado
04.908.981/0001-20;M.BOOKS DO BRASIL EDITORA LTDA.;55800;31/10/2018;260,65;01/11/2018;0;Liberado
45.543.915/0027-10;CARREFOUR COM E IND LTDA;71001;31/10/2018;22,37;31/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;63757;31/10/2018;82,5;31/10/2018;5,49;Liberado
75.315.333/0133-59;ATACADAO S A;12697;31/10/2018;53,27;31/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;70489;31/10/2018;149,04;31/10/2018;9,93;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32781;31/10/2018;26,46;31/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32761;31/10/2018;82,5;31/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32760;31/10/2018;149,04;31/10/2018;0;Liberado
56.991.441/0008-23;AVON COSMETICOS LTDA;122090618;31/10/2018;110,79;31/10/2018;0;Liberado
60.780.483/0002-05;ULTRAPOPULAR - FARMACIA DROGAFACIL LTDA;151414;31/10/2018;10,76;14/11/2018;0,8;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139340;31/10/2018;25,95;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139341;31/10/2018;2,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139342;31/10/2018;1,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139343;31/10/2018;0,25;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139344;31/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139345;31/10/2018;18,05;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139346;31/10/2018;5,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139347;31/10/2018;4,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139348;31/10/2018;17,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139349;31/10/2018;4,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139350;31/10/2018;7,25;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139351;31/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139352;31/10/2018;6,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139354;31/10/2018;8,96;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139356;31/10/2018;7,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139357;31/10/2018;1,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139358;31/10/2018;5,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139360;31/10/2018;2,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139361;31/10/2018;11,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139362;31/10/2018;7,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139363;31/10/2018;5,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139364;31/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139365;31/10/2018;1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139372;31/10/2018;4,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139373;31/10/2018;27,1;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139374;31/10/2018;2,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139375;31/10/2018;12,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139376;31/10/2018;14,2;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139377;31/10/2018;6,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139378;31/10/2018;1,25;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139381;31/10/2018;7,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139382;31/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139383;31/10/2018;3,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139384;31/10/2018;2,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139385;31/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139388;31/10/2018;17,4;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139389;31/10/2018;10,9;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139390;31/10/2018;8,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139391;31/10/2018;2,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139392;31/10/2018;4,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139393;31/10/2018;10,15;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139394;31/10/2018;7,65;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139395;31/10/2018;2,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139396;31/10/2018;1,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139397;31/10/2018;14,4;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139398;31/10/2018;1,3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139399;31/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139400;31/10/2018;7,25;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139401;31/10/2018;7,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139402;31/10/2018;14,4;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139403;31/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139405;31/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139406;31/10/2018;1,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139407;31/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139408;31/10/2018;1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139410;31/10/2018;7,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139411;31/10/2018;5,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139412;31/10/2018;8,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139413;31/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139416;31/10/2018;3,3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139417;31/10/2018;2,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139418;31/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139420;31/10/2018;12,9;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139421;31/10/2018;0,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139422;31/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139423;31/10/2018;12;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139424;31/10/2018;3,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139425;31/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139426;31/10/2018;6,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139427;31/10/2018;3,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139430;31/10/2018;2,05;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139431;31/10/2018;14,6;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139432;31/10/2018;2,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139433;31/10/2018;23,45;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139434;31/10/2018;9,35;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139435;31/10/2018;6,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139439;31/10/2018;14,23;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139440;31/10/2018;10,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139441;31/10/2018;6,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139443;31/10/2018;19,6;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139444;31/10/2018;5,6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139445;31/10/2018;6,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139446;31/10/2018;4,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139447;31/10/2018;6,3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139448;31/10/2018;22,15;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139449;31/10/2018;19,24;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139450;31/10/2018;2,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139451;31/10/2018;3,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139452;31/10/2018;1,75;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139453;31/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139454;31/10/2018;4,75;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139455;31/10/2018;6,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139458;31/10/2018;26,4;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139459;31/10/2018;8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139460;31/10/2018;4,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139463;31/10/2018;2,99;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139464;31/10/2018;46,2;17/12/2018;0,07;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139465;31/10/2018;3,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139466;31/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139467;31/10/2018;6,79;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139468;31/10/2018;9,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139469;31/10/2018;2,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139487;31/10/2018;4,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;139488;31/10/2018;8,2;17/12/2018;0,01;Liberado
